filepath,label,generator
data/fake_images/fake_image_4270.png,fake,PixArt_Alpha
data/real_images/real_image_5785.jpg,real,real
data/real_images/real_image_11575.jpg,real,real
data/real_images/real_image_4267.jpg,real,real
data/fake_images/fake_image_2798.png,fake,Kolors
data/real_images/real_image_5244.jpg,real,real
data/real_images/real_image_2671.jpg,real,real
data/real_images/real_image_8463.jpg,real,real
data/real_images/real_image_7117.jpg,real,real
data/real_images/real_image_7751.jpg,real,real
data/real_images/real_image_4755.jpg,real,real
data/fake_images/fake_image_1630.png,fake,Hyper_SD
data/fake_images/fake_image_5183.png,fake,SD_1.5
data/real_images/real_image_4463.jpg,real,real
data/real_images/real_image_8494.jpg,real,real
data/fake_images/fake_image_6707.png,fake,SDXL_Lightning
data/real_images/real_image_4478.jpg,real,real
data/fake_images/fake_image_4993.png,fake,Realistic_Stock_Photo
data/real_images/real_image_11756.jpg,real,real
data/real_images/real_image_484.jpg,real,real
data/fake_images/fake_image_5609.png,fake,SD_2.1
data/real_images/real_image_2392.jpg,real,real
data/fake_images/fake_image_4567.png,fake,PixArt_Sigma
data/real_images/real_image_3024.jpg,real,real
data/real_images/real_image_9366.jpg,real,real
data/fake_images/fake_image_7393.png,fake,SSD_1B
data/real_images/real_image_8444.jpg,real,real
data/real_images/real_image_4759.jpg,real,real
data/real_images/real_image_3414.jpg,real,real
data/fake_images/fake_image_956.png,fake,Flash_SDXL
data/fake_images/fake_image_6811.png,fake,SDXL_Lightning
data/real_images/real_image_2033.jpg,real,real
data/fake_images/fake_image_5550.png,fake,SD_2.1
data/fake_images/fake_image_1673.png,fake,Hyper_SD
data/real_images/real_image_4143.jpg,real,real
data/real_images/real_image_7495.jpg,real,real
data/fake_images/fake_image_2638.png,fake,Kandinsky
data/fake_images/fake_image_531.png,fake,Flash_SD3
data/fake_images/fake_image_5620.png,fake,SD_2.1
data/real_images/real_image_7234.jpg,real,real
data/real_images/real_image_7943.jpg,real,real
data/real_images/real_image_5187.jpg,real,real
data/real_images/real_image_11362.jpg,real,real
data/real_images/real_image_11942.jpg,real,real
data/fake_images/fake_image_2867.png,fake,Kolors
data/fake_images/fake_image_3199.png,fake,LCM_SDXL
data/fake_images/fake_image_4261.png,fake,PixArt_Alpha
data/real_images/real_image_5627.jpg,real,real
data/fake_images/fake_image_6569.png,fake,SDXL
data/real_images/real_image_4324.jpg,real,real
data/real_images/real_image_5374.jpg,real,real
data/real_images/real_image_4202.jpg,real,real
data/real_images/real_image_3435.jpg,real,real
data/fake_images/fake_image_5775.png,fake,SD_3
data/fake_images/fake_image_2056.png,fake,IF
data/real_images/real_image_3911.jpg,real,real
data/fake_images/fake_image_6791.png,fake,SDXL_Lightning
data/fake_images/fake_image_3111.png,fake,LCM_SDXL
data/real_images/real_image_9416.jpg,real,real
data/real_images/real_image_9949.jpg,real,real
data/real_images/real_image_6683.jpg,real,real
data/real_images/real_image_2977.jpg,real,real
data/real_images/real_image_6072.jpg,real,real
data/real_images/real_image_12456.jpg,real,real
data/real_images/real_image_7551.jpg,real,real
data/real_images/real_image_9458.jpg,real,real
data/fake_images/fake_image_5475.png,fake,SD_2.1
data/real_images/real_image_12905.jpg,real,real
data/real_images/real_image_11318.jpg,real,real
data/fake_images/fake_image_5783.png,fake,SD_3
data/real_images/real_image_1101.jpg,real,real
data/real_images/real_image_2891.jpg,real,real
data/fake_images/fake_image_3512.png,fake,LCM_SSD_1B
data/real_images/real_image_10810.jpg,real,real
data/real_images/real_image_4050.jpg,real,real
data/real_images/real_image_12897.jpg,real,real
data/fake_images/fake_image_1626.png,fake,Hyper_SD
data/real_images/real_image_2000.jpg,real,real
data/real_images/real_image_9727.jpg,real,real
data/real_images/real_image_5277.jpg,real,real
data/fake_images/fake_image_230.png,fake,Flash_PixArt
data/real_images/real_image_5614.jpg,real,real
data/real_images/real_image_9394.jpg,real,real
data/real_images/real_image_1619.jpg,real,real
data/real_images/real_image_13098.jpg,real,real
data/fake_images/fake_image_5504.png,fake,SD_2.1
data/fake_images/fake_image_7264.png,fake,SSD_1B
data/real_images/real_image_1173.jpg,real,real
data/real_images/real_image_10115.jpg,real,real
data/fake_images/fake_image_568.png,fake,Flash_SD3
data/real_images/real_image_255.jpg,real,real
data/real_images/real_image_3948.jpg,real,real
data/fake_images/fake_image_3613.png,fake,Lumina
data/fake_images/fake_image_2347.png,fake,JuggernautXL
data/real_images/real_image_1779.jpg,real,real
data/real_images/real_image_5172.jpg,real,real
data/real_images/real_image_7642.jpg,real,real
data/real_images/real_image_442.jpg,real,real
data/real_images/real_image_12152.jpg,real,real
data/fake_images/fake_image_3411.png,fake,LCM_SSD_1B
data/real_images/real_image_4348.jpg,real,real
data/real_images/real_image_12011.jpg,real,real
data/real_images/real_image_5934.jpg,real,real
data/real_images/real_image_3295.jpg,real,real
data/fake_images/fake_image_5707.png,fake,SD_3
data/real_images/real_image_5961.jpg,real,real
data/real_images/real_image_12584.jpg,real,real
data/fake_images/fake_image_4212.png,fake,PixArt_Alpha
data/real_images/real_image_1296.jpg,real,real
data/fake_images/fake_image_3865.png,fake,Lumina
data/real_images/real_image_8848.jpg,real,real
data/fake_images/fake_image_6369.png,fake,SDXL
data/real_images/real_image_5485.jpg,real,real
data/real_images/real_image_6727.jpg,real,real
data/real_images/real_image_9851.jpg,real,real
data/real_images/real_image_10953.jpg,real,real
data/fake_images/fake_image_3449.png,fake,LCM_SSD_1B
data/real_images/real_image_804.jpg,real,real
data/real_images/real_image_8370.jpg,real,real
data/real_images/real_image_10110.jpg,real,real
data/real_images/real_image_3370.jpg,real,real
data/real_images/real_image_9607.jpg,real,real
data/real_images/real_image_11454.jpg,real,real
data/real_images/real_image_11969.jpg,real,real
data/real_images/real_image_6478.jpg,real,real
data/real_images/real_image_8082.jpg,real,real
data/fake_images/fake_image_5617.png,fake,SD_2.1
data/real_images/real_image_12795.jpg,real,real
data/real_images/real_image_9363.jpg,real,real
data/real_images/real_image_327.jpg,real,real
data/fake_images/fake_image_4491.png,fake,PixArt_Alpha
data/real_images/real_image_1243.jpg,real,real
data/fake_images/fake_image_3353.png,fake,LCM_SSD_1B
data/fake_images/fake_image_931.png,fake,Flash_SDXL
data/real_images/real_image_11109.jpg,real,real
data/real_images/real_image_1007.jpg,real,real
data/real_images/real_image_8695.jpg,real,real
data/real_images/real_image_439.jpg,real,real
data/real_images/real_image_9877.jpg,real,real
data/fake_images/fake_image_2567.png,fake,Kandinsky
data/real_images/real_image_9152.jpg,real,real
data/fake_images/fake_image_4571.png,fake,PixArt_Sigma
data/fake_images/fake_image_5542.png,fake,SD_2.1
data/real_images/real_image_1484.jpg,real,real
data/fake_images/fake_image_6351.png,fake,SDXL
data/real_images/real_image_9478.jpg,real,real
data/fake_images/fake_image_997.png,fake,Flash_SDXL
data/real_images/real_image_4352.jpg,real,real
data/real_images/real_image_10301.jpg,real,real
data/real_images/real_image_9397.jpg,real,real
data/real_images/real_image_8345.jpg,real,real
data/real_images/real_image_5537.jpg,real,real
data/real_images/real_image_6658.jpg,real,real
data/real_images/real_image_2284.jpg,real,real
data/real_images/real_image_2666.jpg,real,real
data/real_images/real_image_5921.jpg,real,real
data/fake_images/fake_image_6311.png,fake,SDXL
data/real_images/real_image_8006.jpg,real,real
data/real_images/real_image_11975.jpg,real,real
data/real_images/real_image_12469.jpg,real,real
data/real_images/real_image_4647.jpg,real,real
data/fake_images/fake_image_5544.png,fake,SD_2.1
data/real_images/real_image_9862.jpg,real,real
data/real_images/real_image_3167.jpg,real,real
data/real_images/real_image_150.jpg,real,real
data/real_images/real_image_3233.jpg,real,real
data/fake_images/fake_image_3037.png,fake,LCM_SDXL
data/real_images/real_image_1799.jpg,real,real
data/real_images/real_image_11523.jpg,real,real
data/fake_images/fake_image_657.png,fake,Flash_SD
data/fake_images/fake_image_3100.png,fake,LCM_SDXL
data/real_images/real_image_4656.jpg,real,real
data/fake_images/fake_image_3673.png,fake,Lumina
data/fake_images/fake_image_186.png,fake,Flash_PixArt
data/real_images/real_image_10938.jpg,real,real
data/real_images/real_image_171.jpg,real,real
data/real_images/real_image_3003.jpg,real,real
data/real_images/real_image_9564.jpg,real,real
data/fake_images/fake_image_4878.png,fake,Realistic_Stock_Photo
data/real_images/real_image_6360.jpg,real,real
data/real_images/real_image_9423.jpg,real,real
data/real_images/real_image_11365.jpg,real,real
data/fake_images/fake_image_5957.png,fake,SD_3
data/real_images/real_image_2914.jpg,real,real
data/fake_images/fake_image_1807.png,fake,IF
data/fake_images/fake_image_259.png,fake,Flash_PixArt
data/real_images/real_image_3015.jpg,real,real
data/real_images/real_image_13129.jpg,real,real
data/real_images/real_image_1549.jpg,real,real
data/real_images/real_image_13149.jpg,real,real
data/real_images/real_image_3783.jpg,real,real
data/fake_images/fake_image_2132.png,fake,JuggernautXL
data/fake_images/fake_image_5259.png,fake,SD_1.5
data/real_images/real_image_6153.jpg,real,real
data/real_images/real_image_7164.jpg,real,real
data/real_images/real_image_3569.jpg,real,real
data/real_images/real_image_3525.jpg,real,real
data/real_images/real_image_2857.jpg,real,real
data/real_images/real_image_3903.jpg,real,real
data/real_images/real_image_11704.jpg,real,real
data/fake_images/fake_image_5644.png,fake,SD_2.1
data/real_images/real_image_7633.jpg,real,real
data/real_images/real_image_4230.jpg,real,real
data/real_images/real_image_2051.jpg,real,real
data/fake_images/fake_image_5969.png,fake,SD_3
data/real_images/real_image_5612.jpg,real,real
data/real_images/real_image_9917.jpg,real,real
data/real_images/real_image_4688.jpg,real,real
data/fake_images/fake_image_3676.png,fake,Lumina
data/real_images/real_image_4184.jpg,real,real
data/real_images/real_image_3995.jpg,real,real
data/real_images/real_image_11361.jpg,real,real
data/real_images/real_image_10245.jpg,real,real
data/fake_images/fake_image_2282.png,fake,JuggernautXL
data/fake_images/fake_image_2124.png,fake,JuggernautXL
data/real_images/real_image_11073.jpg,real,real
data/real_images/real_image_2454.jpg,real,real
data/real_images/real_image_8233.jpg,real,real
data/real_images/real_image_12820.jpg,real,real
data/real_images/real_image_1807.jpg,real,real
data/real_images/real_image_322.jpg,real,real
data/real_images/real_image_10402.jpg,real,real
data/real_images/real_image_4042.jpg,real,real
data/fake_images/fake_image_1756.png,fake,Hyper_SD
data/fake_images/fake_image_616.png,fake,Flash_SD
data/real_images/real_image_6336.jpg,real,real
data/fake_images/fake_image_4513.png,fake,PixArt_Sigma
data/real_images/real_image_675.jpg,real,real
data/real_images/real_image_13062.jpg,real,real
data/real_images/real_image_4401.jpg,real,real
data/real_images/real_image_6212.jpg,real,real
data/fake_images/fake_image_5993.png,fake,SD_3
data/real_images/real_image_4177.jpg,real,real
data/real_images/real_image_11100.jpg,real,real
data/real_images/real_image_282.jpg,real,real
data/real_images/real_image_1068.jpg,real,real
data/real_images/real_image_5007.jpg,real,real
data/real_images/real_image_10498.jpg,real,real
data/fake_images/fake_image_803.png,fake,Flash_SD
data/real_images/real_image_9842.jpg,real,real
data/real_images/real_image_12071.jpg,real,real
data/fake_images/fake_image_362.png,fake,Flash_SD3
data/fake_images/fake_image_771.png,fake,Flash_SD
data/real_images/real_image_7889.jpg,real,real
data/real_images/real_image_4335.jpg,real,real
data/fake_images/fake_image_4961.png,fake,Realistic_Stock_Photo
data/real_images/real_image_10140.jpg,real,real
data/fake_images/fake_image_2686.png,fake,Kandinsky
data/fake_images/fake_image_159.png,fake,Flash_PixArt
data/real_images/real_image_6597.jpg,real,real
data/fake_images/fake_image_119.png,fake,Flash_PixArt
data/real_images/real_image_2560.jpg,real,real
data/real_images/real_image_7703.jpg,real,real
data/fake_images/fake_image_6273.png,fake,SD_Cascade
data/real_images/real_image_8313.jpg,real,real
data/fake_images/fake_image_6138.png,fake,SD_Cascade
data/real_images/real_image_9794.jpg,real,real
data/fake_images/fake_image_3009.png,fake,LCM_SDXL
data/fake_images/fake_image_3123.png,fake,LCM_SDXL
data/real_images/real_image_13184.jpg,real,real
data/real_images/real_image_10409.jpg,real,real
data/real_images/real_image_9463.jpg,real,real
data/fake_images/fake_image_3393.png,fake,LCM_SSD_1B
data/fake_images/fake_image_6862.png,fake,SDXL_Lightning
data/fake_images/fake_image_2640.png,fake,Kandinsky
data/real_images/real_image_10510.jpg,real,real
data/real_images/real_image_2377.jpg,real,real
data/fake_images/fake_image_1821.png,fake,IF
data/fake_images/fake_image_3224.png,fake,LCM_SDXL
data/real_images/real_image_711.jpg,real,real
data/real_images/real_image_11819.jpg,real,real
data/fake_images/fake_image_2648.png,fake,Kandinsky
data/real_images/real_image_2233.jpg,real,real
data/fake_images/fake_image_1553.png,fake,Hyper_SD
data/fake_images/fake_image_5839.png,fake,SD_3
data/real_images/real_image_9642.jpg,real,real
data/fake_images/fake_image_3359.png,fake,LCM_SSD_1B
data/real_images/real_image_3170.jpg,real,real
data/real_images/real_image_7561.jpg,real,real
data/fake_images/fake_image_5401.png,fake,SD_2.1
data/real_images/real_image_13002.jpg,real,real
data/fake_images/fake_image_4438.png,fake,PixArt_Alpha
data/real_images/real_image_2904.jpg,real,real
data/fake_images/fake_image_3815.png,fake,Lumina
data/real_images/real_image_10750.jpg,real,real
data/real_images/real_image_3405.jpg,real,real
data/real_images/real_image_7478.jpg,real,real
data/real_images/real_image_4869.jpg,real,real
data/real_images/real_image_755.jpg,real,real
data/real_images/real_image_2726.jpg,real,real
data/real_images/real_image_5925.jpg,real,real
data/fake_images/fake_image_232.png,fake,Flash_PixArt
data/real_images/real_image_12113.jpg,real,real
data/fake_images/fake_image_2763.png,fake,Kolors
data/fake_images/fake_image_6612.png,fake,SDXL_Lightning
data/real_images/real_image_12347.jpg,real,real
data/real_images/real_image_1774.jpg,real,real
data/fake_images/fake_image_6872.png,fake,SDXL_Lightning
data/real_images/real_image_2484.jpg,real,real
data/real_images/real_image_8038.jpg,real,real
data/real_images/real_image_2847.jpg,real,real
data/real_images/real_image_3543.jpg,real,real
data/fake_images/fake_image_5933.png,fake,SD_3
data/real_images/real_image_334.jpg,real,real
data/fake_images/fake_image_4568.png,fake,PixArt_Sigma
data/real_images/real_image_2047.jpg,real,real
data/fake_images/fake_image_4774.png,fake,PixArt_Sigma
data/fake_images/fake_image_7391.png,fake,SSD_1B
data/real_images/real_image_11395.jpg,real,real
data/fake_images/fake_image_3209.png,fake,LCM_SDXL
data/fake_images/fake_image_3732.png,fake,Lumina
data/real_images/real_image_567.jpg,real,real
data/real_images/real_image_6730.jpg,real,real
data/fake_images/fake_image_5378.png,fake,SD_1.5
data/fake_images/fake_image_4870.png,fake,Realistic_Stock_Photo
data/fake_images/fake_image_3609.png,fake,Lumina
data/fake_images/fake_image_4339.png,fake,PixArt_Alpha
data/fake_images/fake_image_2814.png,fake,Kolors
data/real_images/real_image_13005.jpg,real,real
data/real_images/real_image_9992.jpg,real,real
data/real_images/real_image_4311.jpg,real,real
data/real_images/real_image_11281.jpg,real,real
data/fake_images/fake_image_2477.png,fake,Kandinsky
data/fake_images/fake_image_813.png,fake,Flash_SD
data/real_images/real_image_8010.jpg,real,real
data/real_images/real_image_1918.jpg,real,real
data/real_images/real_image_2095.jpg,real,real
data/real_images/real_image_5073.jpg,real,real
data/real_images/real_image_10387.jpg,real,real
data/fake_images/fake_image_4970.png,fake,Realistic_Stock_Photo
data/fake_images/fake_image_519.png,fake,Flash_SD3
data/real_images/real_image_6184.jpg,real,real
data/real_images/real_image_9649.jpg,real,real
data/real_images/real_image_2929.jpg,real,real
data/fake_images/fake_image_4579.png,fake,PixArt_Sigma
data/real_images/real_image_13134.jpg,real,real
data/real_images/real_image_8770.jpg,real,real
data/real_images/real_image_7975.jpg,real,real
data/fake_images/fake_image_3794.png,fake,Lumina
data/real_images/real_image_8873.jpg,real,real
data/real_images/real_image_4199.jpg,real,real
data/real_images/real_image_2231.jpg,real,real
data/real_images/real_image_2817.jpg,real,real
data/fake_images/fake_image_610.png,fake,Flash_SD
data/real_images/real_image_2512.jpg,real,real
data/real_images/real_image_2599.jpg,real,real
data/real_images/real_image_12493.jpg,real,real
data/real_images/real_image_5477.jpg,real,real
data/real_images/real_image_9892.jpg,real,real
data/real_images/real_image_2727.jpg,real,real
data/real_images/real_image_13006.jpg,real,real
data/real_images/real_image_2690.jpg,real,real
data/real_images/real_image_5701.jpg,real,real
data/fake_images/fake_image_3166.png,fake,LCM_SDXL
data/fake_images/fake_image_4447.png,fake,PixArt_Alpha
data/real_images/real_image_8145.jpg,real,real
data/real_images/real_image_6733.jpg,real,real
data/real_images/real_image_6078.jpg,real,real
data/fake_images/fake_image_717.png,fake,Flash_SD
data/fake_images/fake_image_4704.png,fake,PixArt_Sigma
data/real_images/real_image_3047.jpg,real,real
data/real_images/real_image_210.jpg,real,real
data/fake_images/fake_image_4522.png,fake,PixArt_Sigma
data/fake_images/fake_image_5818.png,fake,SD_3
data/real_images/real_image_2271.jpg,real,real
data/real_images/real_image_11911.jpg,real,real
data/real_images/real_image_9861.jpg,real,real
data/real_images/real_image_9481.jpg,real,real
data/fake_images/fake_image_1955.png,fake,IF
data/fake_images/fake_image_5635.png,fake,SD_2.1
data/real_images/real_image_9144.jpg,real,real
data/real_images/real_image_6714.jpg,real,real
data/real_images/real_image_2989.jpg,real,real
data/real_images/real_image_209.jpg,real,real
data/real_images/real_image_7706.jpg,real,real
data/real_images/real_image_682.jpg,real,real
data/real_images/real_image_3755.jpg,real,real
data/fake_images/fake_image_6282.png,fake,SD_Cascade
data/fake_images/fake_image_964.png,fake,Flash_SDXL
data/real_images/real_image_8618.jpg,real,real
data/real_images/real_image_1287.jpg,real,real
data/fake_images/fake_image_5890.png,fake,SD_3
data/real_images/real_image_11893.jpg,real,real
data/fake_images/fake_image_544.png,fake,Flash_SD3
data/real_images/real_image_2138.jpg,real,real
data/real_images/real_image_2062.jpg,real,real
data/real_images/real_image_728.jpg,real,real
data/real_images/real_image_8137.jpg,real,real
data/real_images/real_image_6895.jpg,real,real
data/real_images/real_image_8552.jpg,real,real
data/real_images/real_image_4692.jpg,real,real
data/real_images/real_image_3473.jpg,real,real
data/real_images/real_image_11063.jpg,real,real
data/fake_images/fake_image_3795.png,fake,Lumina
data/fake_images/fake_image_386.png,fake,Flash_SD3
data/fake_images/fake_image_3048.png,fake,LCM_SDXL
data/fake_images/fake_image_6578.png,fake,SDXL
data/real_images/real_image_1768.jpg,real,real
data/real_images/real_image_10943.jpg,real,real
data/real_images/real_image_5478.jpg,real,real
data/real_images/real_image_7579.jpg,real,real
data/real_images/real_image_11313.jpg,real,real
data/real_images/real_image_672.jpg,real,real
data/real_images/real_image_10075.jpg,real,real
data/real_images/real_image_2322.jpg,real,real
data/real_images/real_image_9462.jpg,real,real
data/fake_images/fake_image_429.png,fake,Flash_SD3
data/real_images/real_image_2909.jpg,real,real
data/real_images/real_image_12412.jpg,real,real
data/real_images/real_image_9095.jpg,real,real
data/fake_images/fake_image_2083.png,fake,IF
data/real_images/real_image_10084.jpg,real,real
data/fake_images/fake_image_1700.png,fake,Hyper_SD
data/real_images/real_image_9202.jpg,real,real
data/real_images/real_image_1960.jpg,real,real
data/real_images/real_image_4514.jpg,real,real
data/real_images/real_image_12526.jpg,real,real
data/real_images/real_image_8031.jpg,real,real
data/real_images/real_image_1785.jpg,real,real
data/fake_images/fake_image_6686.png,fake,SDXL_Lightning
data/fake_images/fake_image_6132.png,fake,SD_Cascade
data/fake_images/fake_image_897.png,fake,Flash_SD
data/real_images/real_image_7465.jpg,real,real
data/real_images/real_image_10070.jpg,real,real
data/fake_images/fake_image_6622.png,fake,SDXL_Lightning
data/real_images/real_image_5005.jpg,real,real
data/real_images/real_image_4526.jpg,real,real
data/real_images/real_image_8046.jpg,real,real
data/fake_images/fake_image_597.png,fake,Flash_SD3
data/fake_images/fake_image_6244.png,fake,SD_Cascade
data/real_images/real_image_10866.jpg,real,real
data/real_images/real_image_2260.jpg,real,real
data/real_images/real_image_12945.jpg,real,real
data/real_images/real_image_11776.jpg,real,real
data/real_images/real_image_10779.jpg,real,real
data/fake_images/fake_image_3364.png,fake,LCM_SSD_1B
data/fake_images/fake_image_6167.png,fake,SD_Cascade
data/fake_images/fake_image_1946.png,fake,IF
data/fake_images/fake_image_3357.png,fake,LCM_SSD_1B
data/fake_images/fake_image_3781.png,fake,Lumina
data/fake_images/fake_image_513.png,fake,Flash_SD3
data/fake_images/fake_image_1727.png,fake,Hyper_SD
data/real_images/real_image_684.jpg,real,real
data/real_images/real_image_1147.jpg,real,real
data/fake_images/fake_image_2341.png,fake,JuggernautXL
data/fake_images/fake_image_3238.png,fake,LCM_SDXL
data/fake_images/fake_image_1915.png,fake,IF
data/real_images/real_image_121.jpg,real,real
data/fake_images/fake_image_1608.png,fake,Hyper_SD
data/real_images/real_image_11076.jpg,real,real
data/real_images/real_image_4150.jpg,real,real
data/real_images/real_image_4568.jpg,real,real
data/real_images/real_image_5548.jpg,real,real
data/real_images/real_image_9610.jpg,real,real
data/fake_images/fake_image_4800.png,fake,PixArt_Sigma
data/fake_images/fake_image_1980.png,fake,IF
data/real_images/real_image_13125.jpg,real,real
data/real_images/real_image_3310.jpg,real,real
data/real_images/real_image_8658.jpg,real,real
data/fake_images/fake_image_4311.png,fake,PixArt_Alpha
data/real_images/real_image_12416.jpg,real,real
data/fake_images/fake_image_2296.png,fake,JuggernautXL
data/real_images/real_image_7595.jpg,real,real
data/real_images/real_image_3914.jpg,real,real
data/fake_images/fake_image_4488.png,fake,PixArt_Alpha
data/real_images/real_image_5985.jpg,real,real
data/real_images/real_image_7092.jpg,real,real
data/real_images/real_image_4960.jpg,real,real
data/real_images/real_image_8905.jpg,real,real
data/fake_images/fake_image_3584.png,fake,LCM_SSD_1B
data/real_images/real_image_8713.jpg,real,real
data/real_images/real_image_5500.jpg,real,real
data/fake_images/fake_image_3545.png,fake,LCM_SSD_1B
data/real_images/real_image_290.jpg,real,real
data/real_images/real_image_6986.jpg,real,real
data/real_images/real_image_9688.jpg,real,real
data/fake_images/fake_image_5297.png,fake,SD_1.5
data/real_images/real_image_366.jpg,real,real
data/real_images/real_image_3408.jpg,real,real
data/real_images/real_image_12639.jpg,real,real
data/real_images/real_image_5895.jpg,real,real
data/fake_images/fake_image_6083.png,fake,SD_Cascade
data/real_images/real_image_2285.jpg,real,real
data/real_images/real_image_10026.jpg,real,real
data/real_images/real_image_2876.jpg,real,real
data/real_images/real_image_8571.jpg,real,real
data/fake_images/fake_image_695.png,fake,Flash_SD
data/real_images/real_image_1377.jpg,real,real
data/real_images/real_image_2951.jpg,real,real
data/real_images/real_image_12321.jpg,real,real
data/real_images/real_image_1067.jpg,real,real
data/real_images/real_image_5742.jpg,real,real
data/real_images/real_image_7107.jpg,real,real
data/real_images/real_image_10351.jpg,real,real
data/real_images/real_image_10974.jpg,real,real
data/fake_images/fake_image_3349.png,fake,LCM_SSD_1B
data/real_images/real_image_7556.jpg,real,real
data/real_images/real_image_9188.jpg,real,real
data/fake_images/fake_image_6123.png,fake,SD_Cascade
data/real_images/real_image_3104.jpg,real,real
data/real_images/real_image_4404.jpg,real,real
data/real_images/real_image_7064.jpg,real,real
data/real_images/real_image_12551.jpg,real,real
data/fake_images/fake_image_944.png,fake,Flash_SDXL
data/real_images/real_image_5174.jpg,real,real
data/real_images/real_image_4652.jpg,real,real
data/fake_images/fake_image_5369.png,fake,SD_1.5
data/fake_images/fake_image_6683.png,fake,SDXL_Lightning
data/fake_images/fake_image_5565.png,fake,SD_2.1
data/real_images/real_image_9695.jpg,real,real
data/real_images/real_image_4236.jpg,real,real
data/fake_images/fake_image_5690.png,fake,SD_2.1
data/fake_images/fake_image_7384.png,fake,SSD_1B
data/real_images/real_image_8283.jpg,real,real
data/fake_images/fake_image_3793.png,fake,Lumina
data/real_images/real_image_9708.jpg,real,real
data/real_images/real_image_8878.jpg,real,real
data/fake_images/fake_image_3221.png,fake,LCM_SDXL
data/real_images/real_image_3773.jpg,real,real
data/real_images/real_image_9125.jpg,real,real
data/real_images/real_image_8592.jpg,real,real
data/real_images/real_image_3681.jpg,real,real
data/real_images/real_image_4136.jpg,real,real
data/real_images/real_image_2852.jpg,real,real
data/real_images/real_image_13124.jpg,real,real
data/real_images/real_image_9081.jpg,real,real
data/fake_images/fake_image_2330.png,fake,JuggernautXL
data/fake_images/fake_image_2949.png,fake,Kolors
data/fake_images/fake_image_571.png,fake,Flash_SD3
data/real_images/real_image_4493.jpg,real,real
data/real_images/real_image_12855.jpg,real,real
data/real_images/real_image_11166.jpg,real,real
data/real_images/real_image_4061.jpg,real,real
